"player_id","name","team","handle","source"
"8356","나승엽","롯데","n_s_yyyyy","namu:나승엽"
"144","최주환","키움","fantastic__53","namu:최주환"
"40","정수빈","두산","4__dh","namu:정수빈"
"134","데이비슨","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"7948","한승연","KIA","_hankart_","namu:한승연(야구선수)"
"170","박시원","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"110","전병우","삼성","bok2_jiyoo","namu:전병우"
"138","강민호","삼성","mmmmmmminho_47","namu:강민호"
"8309","김웅빈","키움","_woong.bin","namu:김웅빈"
"3755","한동희","롯데","han.d.h_25","namu:한동희"
"151","하주석","한화","joo.suc","namu:하주석"
"179","데일","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"99","최정원","NC","225studio.official","namu:최정원"
"32","박동원","LG","_colorwithjoy","namu:박동원"
"3783","강민성","KT","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8396","아데를린","KIA","aderlinrodriguez_34","namu:아데를린"
"8282","유민","한화","","none"
"75","윤준호","두산","zun.hoh","namu:윤준호(야구선수)"
"79","허윤","NC","","none"
"7936","정보근","롯데","j_bo.keun","namu:정보근"
"3776","임병욱","키움","lim.bang_","namu:임병욱"
"3772","윤준혁","NC","hyeok___31","namu:윤준혁"
"117","김인태","두산","225studio.official","namu:김인태"
"123","신윤후","롯데","yoon.hoo__","namu:신윤후"
"131","카스트로","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"165","양의지","두산","yang_eui_ji","namu:양의지"
"48","손아섭","두산","son_ahseop","namu:손아섭"
"66","이주형","키움","leeeee_jju","namu:이주형"
"192","조형우","SSG","www_ch_","namu:조형우"
"105","채은성","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"103","한태양","롯데","taeyanghxn","namu:한태양"
"106","유강남","롯데","lalala__hoha","namu:유강남"
"178","김성욱","SSG","sogogi31","namu:김성욱"
"7","이재현","삼성","lee.j.hyeon7_","namu:이재현(야구선수)"
"96","오선우","KIA","o.h_1213","namu:오선우"
"74","안중열","NC","yalluan_1995","namu:안중열"
"188","이진영","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"88","오태곤","SSG","taegon.oh","namu:오태곤"
"18","홍창기","LG","hongchangki_51","namu:홍창기"
"137","황영묵","한화","h_y_m_9595","namu:황영묵"
"33","박수종","키움","su._.bell","namu:박수종"
"190","박주홍","키움","p___juhong","namu:박주홍"
"63","김기연","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"112","어준서","키움","joon.s2o","namu:어준서"
"6559","송지후","키움","jiho.o0501","namu:송지후"
"64","김형준","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"47","강승호","두산","atoi_zila","namu:강승호"
"29","신민재","LG","shinminjae___4","namu:신민재"
"8325","여동욱","키움","du_kkang","namu:여동욱"
"8122","이정범","SSG","jeongbeom__33","namu:이정범"
"9","전준우","롯데","wnsdn1986","namu:전준우"
"67","서호철","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"15","안재석","두산","an_jaeseok","namu:안재석"
"27","김건희","키움","king_gunhee","namu:김건희(야구선수)"
"161","최지훈","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"168","김지석","키움","","none"
"8399","히우라","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"169","김태군","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8301","권혁빈","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"77","이형종","키움","leehyungjong36","namu:이형종"
"113","노진혁","롯데","njhshr52","namu:노진혁"
"6","박민","KIA","minpark._.2","namu:박민"
"166","임지열","키움","j____________________i","namu:임지열"
"10","브룩스","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"187","오영수","NC","yeongsuoh","namu:오영수"
"185","손성빈","롯데","son_s_b_28","namu:손성빈"
"102","장성우","KT","zzangdoo22","namu:장성우"
"93","양석환","두산","luvinbloom","namu:양석환"
"1","윤동희","롯데","dh_yoon91","namu:윤동희"
"175","천재환","NC","1.000_jh","namu:천재환"
"16","이재원","LG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"143","이강민","KT","kangmiinii","namu:이강민"
"80","이영빈","LG","_2_0_bin","namu:이영빈"
"153","권희동","NC","rin_sz_dong","namu:권희동"
"7312","김동현","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"65","배정대","KT","jd__bae_","namu:배정대"
"149","김재환","SSG","gimjaehwan9683","namu:김재환(야구선수)"
"182","양우현","삼성","wwohynn","namu:양우현"
"35","한승택","KT","ta_eke_0","namu:한승택"
"156","박계범","삼성","_ppggbb","namu:박계범"
"4","이주헌","LG","ju_heon__","namu:이주헌(야구선수)"
"44","오선진","키움","gorani_oh","namu:오선진"
"125","전태현","키움","t__hyuun","namu:전태현"
"5793","강현우","KT","","none"
"8347","김세민","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"7949","류효승","SSG","hyonolulu_","namu:류효승"
"91","양현종","키움","yangyang545454","namu:양현종"
"157","박세혁","삼성","parksseho","namu:박세혁"
"68","고준휘","NC","__kojunhwi","namu:고준휘"
"6083","장준원","KT","love__jh2","namu:장준원"
"159","이지영","SSG","team_futures","namu:이지영(야구선수)"
"23","김영웅","삼성","young.woong_30","namu:김영웅"
"81","이유찬","두산","withbok__","namu:이유찬"
"128","한유섬","SSG","hys_island","namu:한유섬"
"17","오재원","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"133","김민성","롯데","kim_minsung16","namu:김민성"
"114","김태진","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"3","손호영","롯데","ho_zero_33","namu:손호영"
"7941","임종성","두산","5321tempia","namu:임종성"
"7320","김재혁","삼성","_hyuk1226","namu:김재혁(야구선수)"
"8060","김현종","LG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8259","홍성호","두산","almond__44","namu:홍성호(야구선수)"
"3781","고종욱","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8168","장승현","삼성","jang_s_hy","namu:장승현"
"3770","도태훈","NC","dotaehun","namu:도태훈"
"30","최재훈","한화","jh_hy_hn","namu:최재훈"
"90","신재인","NC","s_jae_in","namu:신재인"
"19","윤도현","KIA","y_d0hyun","namu:윤도현(야구선수)"
"119","추재현","키움","j_h_choo_","namu:추재현"
"53","김민식","SSG","","none"
"160","최원영","LG","c_won_00","namu:최원영(야구선수)"
"61","최재영","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"52","최인호","한화","","none"
"8316","박성빈","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"132","박한결","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"6954","이호연","KIA","ho_yeon_00","namu:이호연(야구선수)"
"2549","홍현빈","삼성","bean._.iya31","namu:홍현빈"
"198","김정호","NC","_postargram_","namu:김정호(야구선수)"
"181","심재훈","삼성","simho0on","namu:심재훈(야구선수)"
"85","이성규","삼성","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"176","김정민","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"78","정현창","KIA","wjdgusckd__","namu:정현창"
"142","조세진","롯데","sejin.c_5_","namu:조세진"
"8318","박채울","키움","qkrcodnf","namu:박채울"
"109","이호준","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"3754","염승원","키움","yumxswx","namu:염승원"
"172","주성원","키움","ju_seong_won","namu:주성원"
"76","이해승","삼성","haetmd","namu:이해승"
"84","함수호","삼성","hamsooho__","namu:함수호"
"193","김동헌","키움","dong_honey_","namu:김동헌(야구선수)"
"72","류승민","두산","ryu.s.min_","namu:류승민"
"42","강민균","LG","min_kuk_00","namu:강민균"
"191","한재환","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8197","신성호","NC","sin_star___","namu:신성호(야구선수)"
"139","김재현","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8346","김동혁","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"49","안치영","KT","chi_0_star","namu:안치영"
"8387","최항","롯데","hang_e444","namu:최항(야구선수)"
"50","이서준","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"54","김한홀","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8400","정준영","KT","_wnsxux","namu:정준영(야구선수)"
"163","장진혁","KT","j_jinhyuk_","namu:장진혁"
"129","임근우","SSG","kw_07_22","namu:임근우"
"3779","손용준","LG","sonny50_","namu:손용준"
"3788","오서진","KT","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"98","최유빈","한화","y_b_chol_","namu:최유빈(야구선수)"
"3800","박성재","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"3956","김민석","KT","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"3958","김민준","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"3773","김대한","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"107","윤정빈","삼성","jeong_jbin","namu:윤정빈"
"3760","오태양","NC","5.sun_","namu:오태양(야구선수)"
"108","이창진","KIA","leechangjin66","namu:이창진"
"7934","차승준","삼성","jun.reflect","namu:차승준"
"7942","김창평","SSG","cp_kim_","namu:김창평"
"7943","박병호","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"2539","조대현","KT","225studio.official","namu:조대현(야구선수)"
"8052","김민수","LG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8053","김성진","LG","","none"
"8056","김주성","LG","","none"
"349","이영재","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"130","최원준","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8407","김동주","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8406","시라카와","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8402","이용준","NC","dragon_jun_02","namu:이용준(야구선수)"
"291","홍건희","KIA","_____guny","namu:홍건희"
"305","양현","삼성","225studio.official","namu:양현"
"318","최주형","두산","x.hyeong_15","namu:최주형"
"8215","최요한","NC","_cy0han","namu:최요한(야구선수)"
"323","이우찬","LG","woochan.2","namu:이우찬"
"8186","김준원","NC","","none"
"381","이교훈","한화","hoon_kyo","namu:이교훈"
"348","이민호","LG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"396","이상동","KT","lee_s_dong","namu:이상동(야구선수)"
"365","최우석","NC","","none"
"7965","김현수","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"289","유영찬","LG","you.y.c","namu:유영찬"
"218","김택연","두산","taekyeon_63","namu:김택연"
"341","문승원","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"380","손주영","LG","ju_young29","namu:손주영"
"346","성영탁","KIA","sy___t__65","namu:성영탁"
"325","이태양","KIA","risingsun_46","namu:이태양"
"241","이형범","KIA","team_futures","namu:이형범"
"2606","이승민","삼성","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8119","이건욱","SSG","950213_lgw","namu:이건욱"
"234","윤태호","두산","taeho_10_","namu:윤태호(야구선수)"
"6987","김유영","LG","yu_zero_0","namu:김유영"
"269","조상우","KIA","940904no.11","namu:조상우"
"7011","현도훈","롯데","se.needs","namu:현도훈"
"340","웰스","LG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"355","이민우","한화","___mi_nu___","namu:이민우(야구선수)"
"7951","곽도규","KIA","d0._.gyu","namu:곽도규"
"3761","김정우","두산","","none"
"3766","정현수","롯데","j._.hyeon._.su","namu:정현수(야구선수)"
"8161","이재희","삼성","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"7947","벤자민","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"259","올러","KIA","adamoller","namu:올러"
"3775","원종현","키움","225studio.official","namu:원종현"
"392","이상규","한화","im_kyuu__","namu:이상규(야구선수)"
"272","후라도","삼성","ariel.b_30","namu:후라도"
"334","김영우","LG","neongwoo","namu:김영우(야구선수)"
"389","손동현","KT","_sdh______","namu:손동현"
"297","배찬승","삼성","c_s_bae_0101","namu:배찬승"
"351","한재승","KIA","jae_seung_25","namu:한재승"
"276","류현진","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8080","이종준","LG","zzong_zzun","namu:이종준"
"239","이진하","롯데","jh_06.02_","namu:이진하"
"251","최준용","롯데","yong._.18","namu:최준용(야구선수)"
"359","박지한","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"205","화이트","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"367","최민석","두산","alsthrdl","namu:최민석(야구선수)"
"204","왕옌청","한화","225studio.official","namu:왕옌청"
"387","김진성","LG","_k_j_sunshine__","namu:김진성"
"207","보쉴리","KT","calebboushley","namu:보쉴리"
"8398","로젠버그","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"372","박치국","두산","park_chi_guk","namu:박치국"
"260","원종해","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"229","알칸타라","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"210","곽빈","두산","gwakbeen_","namu:곽빈"
"279","톨허스트","LG","anders_tolhurst","namu:톨허스트"
"8130","최용준","SSG","","none"
"280","김명신","두산","myungsin.kim","namu:김명신"
"238","이준혁","NC","leejunhyuk05","namu:이준혁"
"250","주권","KT","kt_j.kwon","namu:주권(야구선수)"
"384","라일리","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"282","김진욱","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"304","네일","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"339","박영현","KT","park_0_hyun","namu:박영현"
"283","나균안","롯데","ananane__","namu:나균안"
"231","양창섭","삼성","cello_min_","namu:양창섭"
"249","조병현","SSG","bhyeongj","namu:조병현"
"3756","원태인","삼성","won_tae_in","namu:원태인"
"3768","박준현","키움","junhyun__18","namu:박준현"
"228","소형준","KT","hj_so_30","namu:소형준"
"3758","전사민","NC","jin_woo_11","namu:전사민"
"364","장찬희","삼성","cks_gml_60","namu:장찬희"
"232","우규민","KT","w.kyumin","namu:우규민"
"2619","최지민","KIA","ji_min_39","namu:최지민"
"3370","신영우","NC","_sxyxw43_","namu:신영우"
"3777","김진수","LG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"266","김재윤","삼성","extraordinaryleia","namu:김재윤"
"361","이영하","두산","youngha_","namu:이영하(야구선수)"
"213","김강현","롯데","kkh___19","namu:김강현(야구선수)"
"344","박시원","LG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8376","이승헌","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"307","정동윤","SSG","dyoon____","namu:정동윤(야구선수)"
"376","임찬규","LG","channnnnnnnnnnnnnm","namu:임찬규"
"2641","김영규","NC","team_futures","namu:김영규(야구선수)"
"208","잭로그","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"369","김원중","롯데","wonjungkeem","namu:김원중"
"3753","안우진","키움","anwoojin41","namu:안우진"
"248","조동욱","한화","c_ukkk_1102","namu:조동욱"
"211","구창모","NC","koo__c_m_59","namu:구창모(야구선수)"
"252","최지광","삼성","g.gwang__","namu:최지광"
"333","화이트","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"316","와일스","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"216","김범수","KIA","kim_b_s__49","namu:김범수(야구선수)"
"329","송승기","LG","s.o_o._n_g_tnd._13","namu:송승기"
"247","정해영","KIA","hai._.young._.62","namu:정해영"
"328","박준우","롯데","qkr_.wnsdn","namu:박준우(야구선수)"
"215","김민","SSG","414k.m","namu:김민(야구선수)"
"264","오러클린","삼성","_jackoloughlin_","namu:오러클린"
"315","에르난데스","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"121","김태훈","삼성","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"284","최민준","SSG","3c_mjw11","namu:최민준"
"285","임기영","삼성","mireu.0918","namu:임기영"
"343","양현종","KIA","yangyang545454","namu:양현종"
"8054","김윤식","LG","kys__47","namu:김윤식(야구선수)"
"336","임지민","NC","iminz___","namu:임지민(야구선수)"
"302","황동하","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"242","전용주","KT","yongjuraggi","namu:전용주"
"332","토다","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"383","최준호","두산","c.jun.ho","namu:최준호(야구선수)"
"370","노경은","SSG","team_futures","namu:노경은"
"298","비슬리","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"7989","장재혁","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"256","홍민기","롯데","minki__38","namu:홍민기(야구선수)"
"262","유토","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"203","하영민","키움","ha_no.50","namu:하영민"
"342","사우어","KT","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"255","한승혁","KT","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"330","오원석","KT","wswswswswsws47","namu:오원석"
"313","박준영","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"258","김건우","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"398","김태경","NC","tae_gyeong60","namu:김태경(야구선수)"
"8405","박준영","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"390","김태형","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"3802","버하겐","NC","drewverhagen","namu:버하겐"
"350","최원태","삼성","wontae20","namu:최원태"
"209","고영표","KT","youngsta.r2","namu:고영표"
"277","신민혁","NC","god__minhyeok","namu:신민혁"
"3749","쿠싱","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"212","권민규","한화","min_x__64","namu:권민규"
"378","박진형","키움","jinh._.p","namu:박진형"
"274","박정훈","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"225","배재환","NC","baejh61","namu:배재환"
"8306","김서준","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"295","최승용","두산","csyooooong","namu:최승용"
"326","박세웅","롯데","p.s.w3221","namu:박세웅"
"3750","김종수","한화","alrun85","namu:김종수"
"8017","배제성","KT","je_seong19","namu:배제성"
"345","배동현","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8395","김도현","SSG","xandheart","namu:김도현"
"353","장현식","LG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"288","미야지","삼성","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"3762","박정수","두산","_parkjungsoo_","namu:박정수(야구선수)"
"235","이병헌","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"303","김진호","NC","jin.howoo__","namu:김진호(야구선수)"
"296","문동주","한화","dongjumoon_","namu:문동주"
"395","박지성","키움","","none"
"382","이로운","SSG","_roun92_","namu:이로운"
"399","김민수","KT","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"201","플렉센","두산","chris_flexen","namu:플렉센"
"308","김기훈","KIA","5rlgnsdl3","namu:김기훈(야구선수)"
"2631","오석주","키움","sjooooooh______","namu:오석주"
"306","우강훈","LG","kanghoon.w","namu:우강훈"
"327","김성진","키움","","none"
"320","로드리게스","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"202","테일러","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"223","박정민","롯데","jxxngxin_","namu:박정민(야구선수)"
"286","이승현","삼성","","none"
"271","함덕주","LG","ejrwn1956","namu:함덕주"
"301","백승건","SSG","00_seung_geon_","namu:백승건"
"206","베니지아노","SSG","anthonyvenez","namu:베니지아노"
"230","양재훈","두산","yang__jae__hoon","namu:양재훈"
"8343","구승민","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"243","정다훈","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8010","김정운","KT","k._.2woon9_","namu:김정운(야구선수)"
"226","백정현","삼성","baek_junghyun","namu:백정현"
"246","정철원","롯데","team_futures","namu:정철원"
"360","이민석","롯데","__lm_seok","namu:이민석"
"400","박시후","SSG","park_si_hoo_01","namu:박시후"
"338","황준서","한화","jun__seo_29","namu:황준서"
"324","이정용","LG","yi_jyong","namu:이정용(야구선수)"
"267","스기모토","KT","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"319","정우주","한화","universe.__j","namu:정우주"
"2635","윤산흠","한화","yun_s_h_32","namu:윤산흠"
"357","치리노스","LG","yonnychirinos56","namu:치리노스"
"278","이용찬","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"287","강재민","한화","kang_jm_55","namu:강재민"
"388","임정호","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"270","타무라","두산","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
